Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,,,4,,red,,,DM-03-red-4,0.0,shopify,9,deny,manual,249.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/03b22296d47b97717f066ad08efa188a.jpg?v=1623860282,2,,,,,,,,,,,,,,,,,,,lb,,,
dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,,,5,,red,,,DM-03-red-5,0.0,shopify,9,deny,manual,249.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/46bfe44252168c8026e3f193a9cae058.jpg?v=1623860282,3,,,,,,,,,,,,,,,,,,,lb,,,
dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,,,6,,red,,,DM-03-red-6,0.0,shopify,8,deny,manual,249.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/908519f7cd4790765ebf6f2c88d5275a.jpg?v=1623860282,4,,,,,,,,,,,,,,,,,,,lb,,,
dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,,,7,,red,,,DM-03-red-7,0.0,shopify,4,deny,manual,249.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/f4ee52a9e1ea7d0c5b959fe475d2418f.jpg?v=1623860282,5,,,,,,,,,,,,,,,,,,,lb,,,
dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,,,8,,red,,,DM-03-red-8,0.0,shopify,7,deny,manual,249.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,,,10,,red,,,DM-03-red-10,0.0,shopify,17,deny,manual,249.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,,,11,,red,,,DM-03-red-11,0.0,shopify,12,deny,manual,249.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,,,12,,red,,,DM-03-red-12,0.0,shopify,16,deny,manual,249.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,,,13,,red,,,DM-03-red-13,0.0,shopify,6,deny,manual,249.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,,,15,,red,,,DM-03-red-15,0.0,shopify,18,deny,manual,249.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
converse-chuck-taylor-all-star-lo,CONVERSE | CHUCK TAYLOR ALL STAR LO,"<p>The Converse Chuck Taylor All Star II Lo sneaker. Retaining the revolutionary silhouette we all rely on, but now made even better. New features include Lunarlon sockliner, adding cushioning and arch support. Micro-suede lining, premium canvas construction and a padded, non-slip tongue deliver superior comfort and durability. Moulded eyelets add a premium touch. The embossed, screen-printed license plate and embroidered, star-centered ankle patch add striking depth and dimension to recognizable, classic details.</p>",CONVERSE,SHOES,"converse, egnition-sample-data, men, summer",true,Size,3,Color,white,,,C-01-white-3,0.0,shopify,1,deny,manual,100.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/fae150570c8ce6ddc4f787bf77b02c95.jpg?v=1623860276,1,,false,,,,,,,,,,,,,,,,,lb,,,active
converse-chuck-taylor-all-star-lo,,,,,,,,4,,white,,,C-01-white-4,0.0,shopify,19,deny,manual,100.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/c7ba291151a4993bca678f735fbe78b4.jpg?v=1623860276,2,,,,,,,,,,,,,,,,,,,lb,,,
converse-chuck-taylor-all-star-lo,,,,,,,,5,,white,,,C-01-white-5,0.0,shopify,5,deny,manual,100.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/1b19e25fcdd1d5f8a4aa625c02f0e04c.jpg?v=1623860276,3,,,,,,,,,,,,,,,,,,,lb,,,
converse-chuck-taylor-all-star-lo,,,,,,,,6,,white,,,C-01-white-6,0.0,shopify,16,deny,manual,100.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/e1a602299eadb59238aecf3781d184b7.jpg?v=1623860276,4,,,,,,,,,,,,,,,,,,,lb,,,
converse-chuck-taylor-all-star-lo,,,,,,,,7,,white,,,C-01-white-7,0.0,shopify,8,deny,manual,100.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/6d8a2bfbdcd51482a2b0eaac948acd21.jpg?v=1623860276,5,,,,,,,,,,,,,,,,,,,lb,,,
converse-chuck-taylor-all-star-lo,,,,,,,,8,,white,,,C-01-white-8,0.0,shopify,17,deny,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
converse-chuck-taylor-all-star-lo,,,,,,,,9,,white,,,C-01-white-9,0.0,shopify,14,deny,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
converse-chuck-taylor-all-star-lo,,,,,,,,10,,white,,,C-01-white-10,0.0,shopify,0,deny,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
converse-chuck-taylor-all-star-lo,,,,,,,,11,,white,,,C-01-white-11,0.0,shopify,20,deny,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
converse-chuck-taylor-all-star-lo,,,,,,,,12,,white,,,C-01-white-12,0.0,shopify,20,deny,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
converse-chuck-taylor-all-star-lo,,,,,,,,13,,white,,,C-01-white-13,0.0,shopify,16,deny,manual,100.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
converse-chuck-taylor-all-star-ii-hi,CONVERSE | CHUCK TAYLOR ALL STAR II HI,"<p>Introducing the Converse Chuck Taylor All Star II Hi sneaker. Retaining the revolutionary silhouette we all rely on, but now made ever better. New features include Lunarlon sockliner adds cushioning and arch support. Micro-suede lining, premium textured shield canvas construction and a padded, non-slip tongue deliver superior comfort and durability. Moulded eyelets add a premium touch. The embossed, screen-printed license plate and embroidered, star-centered ankle patch add striking depth and dimension to recognizable, classic details.</p>",CONVERSE,SHOES,"converse, egnition-sample-data, men, summer",true,Size,4,Color,black,,,C-02-black-4,0.0,shopify,18,deny,manual,140.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/23550440c4ccab05e4fc1ebd85e742cc.jpg?v=1623860271,1,,false,,,,,,,,,,,,,,,,,lb,,,active
converse-chuck-taylor-all-star-ii-hi,,,,,,,,5,,black,,,C-02-black-5,0.0,shopify,0,deny,manual,140.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/e4bd9a72977ef0e6f32322165f28d49e.jpg?v=1623860271,2,,,,,,,,,,,,,,,,,,,lb,,,
converse-chuck-taylor-all-star-ii-hi,,,,,,,,6,,black,,,C-02-black-6,0.0,shopify,19,deny,manual,140.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/3a173ea06223afea8ddebf0ac5d50377.jpg?v=1623860271,3,,,,,,,,,,,,,,,,,,,lb,,,
converse-chuck-taylor-all-star-ii-hi,,,,,,,,7,,black,,,C-02-black-7,0.0,shopify,4,deny,manual,140.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/3bf0245b901dd69d0cb873a8540b2a82.jpg?v=1623860271,4,,,,,,,,,,,,,,,,,,,lb,,,
converse-chuck-taylor-all-star-ii-hi,,,,,,,,9,,black,,,C-02-black-9,0.0,shopify,14,deny,manual,140.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/78fd46fb89e820a895e55283ee11fea3.jpg?v=1623860271,5,,,,,,,,,,,,,,,,,,,lb,,,
converse-chuck-taylor-all-star-ii-hi,,,,,,,,11,,black,,,C-02-black-11,0.0,shopify,5,deny,manual,140.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
converse-chuck-taylor-all-star-ii-hi,,,,,,,,13,,black,,,C-02-black-13,0.0,shopify,7,deny,manual,140.00,,true,true,,,,,,,,,,,,,,,,,,,,,,lb,,,
converse-toddler-chuck-taylor-all-star-axel-mid,CONVERSE | TODDLER CHUCK TAYLOR ALL STAR AXEL MID,"<p>The Converse Chuck Taylor All Star Axel recasts the iconic original in a refreshed silhouette for a premium look and feel. A no-tie design lets kids slip them on and go, while a rubber outsole delivers reliable traction from the classroom to the playground.</p>",CONVERSE,SHOES,"converse, egnition-sample-data, kid",true,Size,5,Color,black,,,C-03-black-5,0.0,shopify,6,deny,manual,70.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/9e0022e2f92e19ed96c8f908f2cf1b40.jpg?v=1623860266,1,,false,,,,,,,,,,,,,,,,,lb,,,active
converse-toddler-chuck-taylor-all-star-axel-mid,,,,,,,,6,,black,,,C-03-black-6,0.0,shopify,19,deny,manual,70.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/ccb1295a4de27c9e22baa70f93c80e11.jpg?v=1623860266,2,,,,,,,,,,,,,,,,,,,lb,,,
converse-toddler-chuck-taylor-all-star-axel-mid,,,,,,,,7,,black,,,C-03-black-7,0.0,shopify,4,deny,manual,70.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/a1c5f2b0c38389be8616b23b4809d1eb.jpg?v=1623860266,3,,,,,,,,,,,,,,,,,,,lb,,,
converse-toddler-chuck-taylor-all-star-axel-mid,,,,,,,,8,,black,,,C-03-black-8,0.0,shopify,14,deny,manual,70.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/e80b902b3f4690444edb80c1462b262c.jpg?v=1623860266,4,,,,,,,,,,,,,,,,,,,lb,,,
converse-toddler-chuck-taylor-all-star-axel-mid,,,,,,,,9,,black,,,C-03-black-9,0.0,shopify,19,deny,manual,70.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/d6b14300fa5787e09152538830682ce3.jpg?v=1623860266,5,,,,,,,,,,,,,,,,,,,lb,,,
nike-toddler-roshe-one,NIKE | TODDLER ROSHE ONE,"<p>The Nike Roshe One Infant Shoe offers breathable comfort and soft yet durable cushioning with a mesh upper and Phylon midsole that doubles as an outsole. The shoe is intended to be versatile, worn with or without socks, dressed up or down, for walking or just taking it easy.</p>",NIKE,SHOES,"egnition-sample-data, kid, nike",true,Size,4,Color,black,,,NK-02-black-4,0.0,shopify,0,deny,manual,70.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/0ea90fb43c087d165cbf985098cc951e.jpg?v=1623860262,1,,false,,,,,,,,,,,,,,,,,lb,,,active
nike-toddler-roshe-one,,,,,,,,7,,black,,,NK-02-black-7,0.0,shopify,19,deny,manual,70.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/8eeca51f9690c7d3a450ac1afce12447.jpg?v=1623860262,2,,,,,,,,,,,,,,,,,,,lb,,,
nike-toddler-roshe-one,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/e62b9da2f06b91ca1e2ef42437cfd265.jpg?v=1623860262,3,,,,,,,,,,,,,,,,,,,,,,
nike-toddler-roshe-one,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/46a7bbc695d01a6b0e5fee283cbfba99.jpg?v=1623860262,4,,,,,,,,,,,,,,,,,,,,,,
nike-toddler-roshe-one,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/986a2b052ada03689c1c0a576fd00d94.jpg?v=1623860262,5,,,,,,,,,,,,,,,,,,,,,,
adidas-kids-stan-smith,ADIDAS | KID'S STAN SMITH,"<p>The Stan Smith owned the tennis court in the '70s. Today it runs the streets with the same clean, classic style. These kids' shoes preserve the iconic look of the original, made in leather with punched 3-Stripes, heel and tongue logos and lightweight step-in cushioning.</p>",ADIDAS,SHOES,"adidas, egnition-sample-data, kid",true,Size,1,Color,white,,,AD-02-white-1,0.0,shopify,7,deny,manual,90.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/7883dc186e15bf29dad696e1e989e914-removebg-preview.png?v=1624473420,1,,false,,,,,,,,,,,,,,,,,lb,,,active
adidas-kids-stan-smith,,,,,,,,2,,white,,,AD-02-white-2,0.0,shopify,0,deny,manual,90.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/6216e82660d881e6f2b0e46dc3f8844a-removebg-preview.png?v=1624473420,2,,,,,,,,,,,,,,,,,,,lb,,,
adidas-kids-stan-smith,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/2e1f72987692d2dcc3c02be2f194d6c5-removebg-preview.png?v=1624473420,3,,,,,,,,,,,,,,,,,,,,,,
adidas-kids-stan-smith,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/8cd561824439482e3cea5ba8e3a6e2f6-removebg-preview.png?v=1624473420,4,,,,,,,,,,,,,,,,,,,,,,
adidas-kids-stan-smith,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/e5247cc373e3b61f18013282a6d9c3c0-removebg-preview.png?v=1624473411,5,,,,,,,,,,,,,,,,,,,,,,
vans-apparel-and-accessories-classic-super-no-show-socks-3-pack-white,VANS APPAREL AND ACCESSORIES | CLASSIC SUPER NO SHOW SOCKS 3 PACK WHITE,<p>The classic super no show socks are for all your low top shoes like Classic Slip-Ons. These socks are designed to stay hidden under your shoes for an athletic look with either jeans or shorts. Thin walled breathable cotton/nylon blend.</p>,VANS,ACCESSORIES,"egnition-sample-data, unisex, vans",true,Size,9.5-13,Color,white,,,VN-10-white-9.5-13,0.0,shopify,3,deny,manual,19.95,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/ccba62c19289e4b5f14b180c05836614.jpg?v=1623860253,1,,false,,,,,,,,,,,,,,,,,lb,,,active
vans-apparel-and-accessories-classic-super-no-show-socks-3-pack-white,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/c872c818621155d8fb535ee9d9c98803.jpg?v=1623860253,2,,,,,,,,,,,,,,,,,,,,,,
herschel-iona,HERSCHEL | IONA,"<p>Featuring a cinch closure concealed by a slender top flap, the Iona backpack unites everyday practicality with clean design.</p>",HERSCHEL,ACCESSORIES,"backpack, egnition-sample-data, herschel",true,Size,OS,Color,black,,,H-01-black-OS,0.0,shopify,11,deny,manual,119.95,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/995988006b97471478db3371d573bfaf.jpg?v=1623860251,1,,false,,,,,,,,,,,,,,,,,lb,,,active
herschel-iona,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/b0ab17055d14298b4adb7499b23cb0bd.jpg?v=1623860251,2,,,,,,,,,,,,,,,,,,,,,,
herschel-iona,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/97da9be116d931319e458251c546a8cc.jpg?v=1623860251,3,,,,,,,,,,,,,,,,,,,,,,
herschel-iona,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/fde9f9b5276e4fa87968fcced7d2b254.jpg?v=1623860251,4,,,,,,,,,,,,,,,,,,,,,,
flex-fit-mini-ottoman-black,FLEX FIT | MINI OTTOMAN BLACK,<p>Flexfit Mini Ottoman Cap</p>,FLEX FIT,ACCESSORIES,"egnition-sample-data, flex-fit, men",true,Size,s,Color,black,,,FF-01-black-s,0.0,shopify,3,deny,manual,29.99,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/6170fd62b8ebee856d0cbdeac874abfd.jpg?v=1623860247,1,,false,,,,,,,,,,,,,,,,,lb,,,active
flex-fit-mini-ottoman-black,,,,,,,,m,,black,,,FF-01-black-m,0.0,shopify,14,deny,manual,29.99,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/47698bde92b6be2114ca1ac014e7d5cf.jpg?v=1623860247,2,,,,,,,,,,,,,,,,,,,lb,,,
flex-fit-mini-ottoman-black,,,,,,,,l,,black,,,FF-01-black-l,0.0,shopify,16,deny,manual,29.99,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/2406ea4db27c3e7bbc7f77d9d6ce1fa8.jpg?v=1623860247,3,,,,,,,,,,,,,,,,,,,lb,,,
flex-fit-mini-ottoman-black,,,,,,,,xl,,black,,,FF-01-black-xl,0.0,shopify,12,deny,manual,29.99,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/3f1610213c3029bbf6f050505fc02823.jpg?v=1623860247,4,,,,,,,,,,,,,,,,,,,lb,,,
nike-swoosh-pro-flat-peak-cap,NIKE | SWOOSH PRO FLAT PEAK CAP,<p>The Nike Swoosh Pro Flat Snapback features an embroidered logo for style and wool construction with an adjustable closure for a comfortable fit.</p>,NIKE,ACCESSORIES,"cap, egnition-sample-data, nike",true,Size,OS,Color,white,,,NK-03-white-OS,0.0,shopify,18,deny,manual,30.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/58262e66c5e9731050280eb16880d5a4.jpg?v=1623860244,1,,false,,,,,,,,,,,,,,,,,lb,,,active
nike-swoosh-pro-flat-peak-cap,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/0c431da3011f1bc086cb561266367207.jpg?v=1623860244,2,,,,,,,,,,,,,,,,,,,,,,
nike-swoosh-pro-flat-peak-cap,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/93c1c61ff207aac853d1f482e03fcd3c.jpg?v=1623860244,3,,,,,,,,,,,,,,,,,,,,,,
nike-swoosh-pro-flat-peak-cap,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/c1a864cb74de0e0fd0004872d6a00edd.jpg?v=1623860244,4,,,,,,,,,,,,,,,,,,,,,,
adidas-classic-backpack,ADIDAS | CLASSIC BACKPACK,"<p>This women's backpack has a glam look, thanks to a faux-leather build with an allover fur print. The front zip pocket keeps small things within reach, while an interior divider reins in potential chaos.</p>",ADIDAS,ACCESSORIES,"adidas, backpack, egnition-sample-data",true,Size,OS,Color,black,,,AD-03-black-OS,0.0,shopify,2,deny,manual,70.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/8a029d2035bfb80e473361dfc08449be-removebg-preview.png?v=1624471153,1,,false,,,,,,,,,,,,,,,,,lb,,,active
adidas-classic-backpack,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/85cc58608bf138a50036bcfe86a3a362-removebg-preview.png?v=1624471153,2,,,,,,,,,,,,,,,,,,,,,,
adidas-classic-backpack,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/ad50775123e20f3d1af2bd07046b777d-removebg-preview.png?v=1624471153,3,,,,,,,,,,,,,,,,,,,,,,
adidas-classic-backpack-legend-ink-multicolour,ADIDAS | CLASSIC BACKPACK | LEGEND INK MULTICOLOUR,"<p>The adidas BP Classic Cap features a pre-curved brim to keep your face shaded, while a hook-and-loop adjustable closure provides a comfortable fit. With a 3-Stripes design and reflective accents. The perfect piece to top off any outfit.</p>",ADIDAS,ACCESSORIES,"adidas, backpack, egnition-sample-data",true,Size,OS,Color,blue,,,"AD-04
-blue-OS",0.0,shopify,13,deny,manual,50.00,,true,true,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/32b3863554f4686d825d9da18a24cfc6-removebg-preview.png?v=1624473214,1,,false,,,,,,,,,,,,,,,,,lb,,,active
adidas-classic-backpack-legend-ink-multicolour,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/044f848776141f1024eae6c610a28d12-removebg-preview.png?v=1624473214,2,,,,,,,,,,,,,,,,,,,,,,
adidas-classic-backpack-legend-ink-multicolour,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0578/5069/1767/products/8072c8b5718306d4be25aac21836ce16-removebg-preview.png?v=1624473214,3,,,,,,,,,,,,,,,,,,,,,,
